A	12040	-4	216	102	41	27	3	103	92	1	235	100796	Z
A	12032	-5	215	102	23	32	4	103	92	1	235	100798	Z
A	12040	-5	215	102	48	29	3	102	92	0	235	100792	Z
A	12044	-6	215	101	89	28	3	102	92	0	235	100801	Z
A	12032	-4	216	100	103	26	2	102	92	0	235	100796	Z
A	12212	-5	216	100	90	27	3	102	92	0	235	100793	Z
A	12052	-3	219	100	38	28	10	102	92	0	235	100798	Z
A	12116	-4	218	101	11	30	9	102	92	0	235	100796	Z
A	12048	-5	217	100	25	30	11	102	93	0	235	100792	Z
A	12108	-5	215	101	45	32	7	102	93	0	235	100786	Z
A	12044	-4	220	99	-3	32	10	102	93	0	235	100796	Z
A	11956	-4	218	99	-34	34	12	102	93	0	235	100792	Z
A	12060	-4	217	100	-44	34	12	102	93	0	235	100798	Z
A	12204	-4	217	100	-50	35	14	102	92	0	235	100786	Z
A	12196	-5	216	102	-53	39	17	103	92	0	235	100792	Z
A	12208	-4	217	100	-68	38	19	103	92	0	235	100798	Z
A	12204	-3	216	100	-81	39	21	103	92	0	235	100804	Z
A	12212	-3	218	101	-105	37	19	103	92	0	235	100798	Z
A	12372	-5	218	101	-128	38	21	103	92	0	235	100796	Z
A	12368	-4	218	100	-135	36	19	103	92	2	235	100792	Z
A	12372	-4	217	100	-107	34	19	103	92	2	235	100786	Z
A	12364	-5	216	100	-87	34	13	103	92	2	235	100792	Z
A	12196	-6	219	102	-90	31	11	103	92	2	235	100792	Z
A	12204	-5	216	102	-99	32	12	103	92	2	235	100796	Z
A	12204	-4	216	102	-134	32	12	103	92	4	235	100798	Z
A	12388	-5	215	105	-186	31	15	103	92	4	235	100786	Z
A	12356	-3	216	104	-250	37	21	103	92	4	235	100792	Z
A	12368	-4	216	107	-272	37	19	103	92	4	235	100789	Z
A	12360	-4	214	107	-214	40	14	103	92	4	235	100792	Z
A	12348	-4	210	108	-126	39	6	103	92	4	235	100796	Z
A	12264	-3	210	105	-75	39	2	103	93	4	235	100786	Z
A	12108	-4	210	106	-84	40	6	103	93	4	235	100786	Z
A	12124	-5	212	106	-106	39	7	103	93	4	235	100792	Z
A	12292	-5	212	106	-114	37	10	103	93	4	235	100798	Z
A	12376	-4	208	109	-102	36	11	103	93	4	235	100801	Z
A	12352	-3	207	108	-72	38	10	102	93	5	235	100793	Z
A	12188	-4	210	109	-59	40	12	102	93	5	235	100792	Z
A	12232	-3	210	109	-60	41	14	102	93	5	235	100786	Z
A	12216	-4	211	110	-75	41	15	102	93	5	235	100780	Z
A	12216	-5	209	111	-79	44	14	102	93	5	235	100789	Z
A	12232	-3	210	111	-82	42	16	102	93	6	235	100801	Z
A	12204	-5	209	112	-69	45	14	103	93	7	235	100792	Z
A	12200	-5	210	110	-70	44	15	103	93	7	235	100798	Z
A	12200	-4	210	109	-91	44	16	103	93	7	235	100804	Z
A	12200	-5	209	112	-97	48	15	103	93	7	234	100783	Z
A	12200	-5	208	110	-82	44	15	103	93	7	235	100792	Z
A	12204	-4	211	109	-92	45	15	103	93	8	235	100804	Z
A	12196	-5	210	109	-121	44	16	103	93	8	235	100789	Z
A	12364	-5	210	113	-143	46	17	103	93	8	235	100792	Z
A	12348	-5	209	110	-154	42	17	103	93	8	235	100789	Z
A	12352	-4	208	110	-179	44	16	103	93	8	235	100796	Z
A	12352	-5	208	111	-197	42	20	103	92	9	235	100792	Z
A	12356	-4	208	113	-202	40	15	103	91	11	235	100792	Z
A	12460	-4	207	112	-191	39	13	103	91	11	235	100796	Z
A	12460	-5	206	113	-153	38	11	103	91	11	235	100793	Z
A	12448	-4	205	116	-121	37	7	103	91	11	235	100783	Z
A	12372	-3	204	114	-112	36	5	103	91	11	235	100783	Z
A	12360	-5	204	114	-124	38	8	104	93	14	235	100798	Z
A	12364	-5	206	114	-155	38	10	104	93	14	235	100783	Z
A	12440	-5	204	118	-153	36	11	104	93	14	235	100783	Z
A	12424	-4	203	116	-145	35	11	104	93	14	235	100792	Z
A	12460	-4	201	117	-104	35	6	104	93	14	235	100786	Z
A	12372	-5	202	118	-72	37	5	104	93	16	235	100793	Z
A	12216	-3	204	118	-53	37	6	104	93	16	235	100789	Z
A	12212	-4	200	119	-53	38	5	104	93	16	235	100792	Z
A	12200	-3	199	118	-51	38	6	104	93	16	235	100789	Z
